nuclide,Z,A,isomer_keV,isomer_u_keV,isomer_t_s,isomer_jp,gateway_keV,gateway_u_keV,dE_keV,gateway_jp,gateway_t_s,gateway_t_op,observed,multipole,p_release,p_return,p_unknown,beta,E_released_keV,leverage,gamma_GI_eV,width_kind,gJ,sigma_int_b_eV,doppler_fwhm_eV,sigma_eff_b,N_areal_cm2,thickness_cm,neec,atomic
60co,27,60,58.59,0.01,628.02,2+,2230.44,0.1,2171.85,,,,1,,0,1,0,1,2171.85,1,,unknown,1,,3.43826,,,,0,0
60co,27,60,58.59,0.01,628.02,2+,2324.3,0.4,2265.71,,,,1,,0,1,0,1,2265.71,1,,unknown,1,,3.58685,,,,0,0
60co,27,60,58.59,0.01,628.02,2+,2560,0.3,2501.41,,,,1,,0,1,0,1,2501.41,1,,unknown,1,,3.95999,,,,0,0
60co,27,60,58.59,0.01,628.02,2+,2585.73,0.07,2527.14,,,,1,,0.130513,0.869487,0,1.47863,2534.79,1.00303,,unknown,1,,4.00072,,,,0,0
60co,27,60,58.59,0.01,628.02,2+,2598.07,0.11,2539.48,3+,,,0,M1,0,1,0,1.98619,2539.48,1,0.603654,Weisskopf M1,1.4,1007.23,4.02025,235.357,2.1392e+21,0.042784,0,0
60co,27,60,58.59,0.01,628.02,2+,2785.77,0.15,2727.18,3 4,,,1,,0,1,0,1,2727.18,1,,unknown,1,,4.3174,,,,0,0
60co,27,60,58.59,0.01,628.02,2+,2920.4,0.4,2861.81,,,,1,,0,1,0,1.42265,2861.81,1,,unknown,1,,4.53054,,,,0,0
62co,27,62,22,5,831.6,(5)+,609.71,0.14,587.71,(5)+,,,1,M1,0,1,0,1,587.71,1,0.00748244,Weisskopf M1,1,166.502,0.915275,170.891,5.85169e+21,0.117034,0,0
62co,27,62,22,5,831.6,(5)+,1216.3,0.15,1194.3,(6),,,1,,0,1,0,1.24812,1194.3,1,,unknown,1.18182,,1.85995,,,,0,0
62co,27,62,22,5,831.6,(5)+,2344,10,2322,(7+),,,0,E2,0,0,1,0,0,0,0.000795894,Weisskopf E2,1.36364,1.54715,3.61619,0.401913,,,0,0
62co,27,62,22,5,831.6,(5)+,2880,20,2858,(7+),,,0,E2,0,0,1,0,0,0,0.00224831,Weisskopf E2,1.36364,2.88491,4.45093,0.608881,,,0,0
69ni,28,69,321,2,3.5,(1/2-),915.3,0.05,594.3,(5/2-),1.2e-10,,1,E2,0,1,0,0.999026,594.3,1,3.80198e-06,measured,3,0.248212,0.877335,0.265771,3.7663e+24,75.3261,0,0
69ni,28,69,321,2,3.5,(1/2-),1517.4,0.05,1196.4,(5/2-),,,1,E2,0,1,0,1.44091,1196.4,1,3.33326e-05,Weisskopf E2,3,0.536959,1.76619,0.285598,2.43001e+24,48.6002,0,0
71ni,28,71,498.5,0.6,2.3,(1/2-),812.8,0.5,314.3,(5/2+),,,0,M2,1,0,0,1,812.8,2.58606,1.21151e-09,Weisskopf M2,3,0.00028279,0.457404,0.000580784,1.72181e+27,34436.2,0,0
71ni,28,71,498.5,0.6,2.3,(1/2-),1065.4,0.6,566.9,(5/2-),,,1,E2,0.0825688,0.917431,0,1.08257,608.061,1.07261,8.27114e-07,Weisskopf E2,3,0.059344,0.825015,0.0675718,1.36703e+25,273.407,0,0
71ni,28,71,498.5,0.6,2.3,(1/2-),1272.9,0.7,774.4,(5/2-),,,1,E2,0,1,0,1,774.4,1,3.93423e-06,Weisskopf E2,3,0.15127,1.12699,0.126091,7.93079e+24,158.616,0,0
68cu,29,68,721.26,0.08,225,6-,956.3,1.2,235.04,4-,,,0,E2,1,0,0,3.41885,956.3,4.06867,9.56627e-09,Weisskopf E2,0.692308,0.000921428,0.34952,0.00247651,1.18108e+26,2362.16,0,0
68cu,29,68,721.26,0.08,225,6-,1350,6,628.74,(5-),,,0,M1,0,0,1,0,0,0,0.00916151,Weisskopf M1,0.846154,150.722,0.934977,151.435,,,0,0
70cu,29,70,101.1,0.3,33,3-,228.5,0.4,127.4,4-,,,1,M1,0,1,0,0.972668,127.4,1,7.62188e-05,Weisskopf M1,1.28571,46.4056,0.186726,233.462,4.40371e+21,0.0880742,0,0
70cu,29,70,101.1,0.3,33,3-,242.6,0.5,141.5,1+,6.6,,1,M2,0,1,0,0.856091,141.5,1,6.91269e-17,measured,0.428571,1.13726e-11,0.207392,5.15133e-11,2.26757e+34,4.53514e+11,0,0
70cu,29,70,101.1,0.3,33,3-,320.7,0.5,219.6,(2+),,,0,E1,1,0,0,0.905633,78.1,0.355647,0.0118394,Weisskopf E1,0.714286,1347.84,0.32186,3933.88,2.8069e+20,0.00561379,0,0
70cu,29,70,101.1,0.3,33,3-,368.9,0.4,267.8,(2-),,,1,M1,0.373572,0.626428,0,1.23527,214.94,0.802612,0.000707922,Weisskopf M1,0.714286,54.1925,0.392506,129.701,6.24155e+21,0.124831,0,0
70cu,29,70,101.1,0.3,33,3-,511,3,409.9,5-,,,0,E2,1,0,0,1,511,1.24665,1.60402e-07,Weisskopf E2,1.57143,0.0115306,0.600777,0.0180297,5.54641e+25,1109.28,0,0
70cu,29,70,101.1,0.3,33,3-,697.7,0.5,596.6,(1+),,,0,M2,1,0,0,1.39685,455.1,0.762823,2.95744e-08,Weisskopf M2,0.428571,0.0002737,0.874417,0.00029404,2.43469e+27,48693.7,0,0
70cu,29,70,101.1,0.3,33,3-,1278.4,0.5,1177.3,(1+),,,0,M2,1,0,0,1.4101,1035.8,0.87981,8.84983e-07,Weisskopf M2,0.428571,0.00210323,1.72553,0.00114502,6.19349e+26,12387,0,0
70cu,29,70,101.1,0.3,33,3-,1520.4,0.5,1419.3,(1+),,,0,M2,0.895585,0.104415,0,1.20588,1292.57,0.910713,2.25357e-06,Weisskopf M2,0.428571,0.00368509,2.08022,0.00166414,4.98319e+26,9966.37,0,0
70cu,29,70,101.1,0.3,33,3-,1980.1,0.5,1879,(1+),,,0,M2,0.373572,0.626428,0,2.23488,1826.14,0.971868,9.16501e-06,Weisskopf M2,0.428571,0.00855078,2.75399,0.00291672,1.53409e+26,3068.19,0,0
70cu,29,70,242.6,0.5,6.6,1+,320.7,0.5,78.1,(2+),,,1,M1,0,1,0,0.905633,78.1,1,1.75593e-05,Weisskopf M1,1.66667,36.8771,0.114469,302.636,3.64861e+21,0.0729721,0,1
70cu,29,70,242.6,0.5,6.6,1+,368.9,0.4,126.3,(2-),,,1,E1,0.626428,0.373572,0,1.23527,214.94,1.70182,0.00225238,Weisskopf E1,1.66667,1808.78,0.185114,9179.06,8.81939e+19,0.00176388,0,0
70cu,29,70,242.6,0.5,6.6,1+,628.3,0.5,385.7,,,,1,,0,1,0,1,385.7,1,,unknown,1,,0.565308,,,,0,0
70cu,29,70,242.6,0.5,6.6,1+,697.7,0.5,455.1,(1+),,,1,M1,0,1,0,1.39685,455.1,1,0.00347436,Weisskopf M1,1,128.933,0.667025,181.582,3.94256e+21,0.0788512,0,0
70cu,29,70,242.6,0.5,6.6,1+,938.8,0.5,696.2,,,,1,,0,1,0,1.63033,696.2,1,,unknown,1,,1.0204,,,,0,0
70cu,29,70,242.6,0.5,6.6,1+,1278.4,0.5,1035.8,(1+),,,1,M1,1.11022e-16,1,0,1.4101,1035.8,1,0.040962,Weisskopf M1,1,293.449,1.51814,181.582,3.90551e+21,0.0781102,0,0
70cu,29,70,242.6,0.5,6.6,1+,1520.4,0.5,1277.8,(1+),,,1,M1,0.104415,0.895585,0,1.20588,1292.57,1.01156,0.0769029,Weisskopf M1,1,362.009,1.87283,181.582,4.56693e+21,0.0913385,0,0
70cu,29,70,242.6,0.5,6.6,1+,1980.1,0.5,1737.5,(1+),,,0,M1,0.626428,0.373572,0,2.23488,1826.14,1.05102,0.193343,Weisskopf M1,1,492.245,2.5466,181.582,2.46419e+21,0.0492838,0,0
69zn,30,69,438.636,0.018,49489.2,9/2+,531.3,0.13,92.664,5/2-,,,0,M2,1,0,0,1,531.3,5.73362,2.64782e-12,Weisskopf M2,0.6,1.42207e-06,0.136795,9.76563e-06,1.024e+29,2.048e+06,0,1
69zn,30,69,438.636,0.018,49489.2,9/2+,872,5,433.364,5/2+,,,1,E2,0,1,0,1,433.364,1,2.07851e-07,Weisskopf E2,0.6,0.00510388,0.639753,0.00749442,1.33433e+26,2668.65,0,0
69zn,30,69,438.636,0.018,49489.2,9/2+,1180.73,0.14,742.094,5/2-,,,0,M2,1,0,0,1.49283,1180.73,1.59108,8.72224e-08,Weisskopf M2,0.6,0.000730406,1.09552,0.00062632,1.06953e+27,21390.6,0,0
69zn,30,69,438.636,0.018,49489.2,9/2+,1458.3,0.5,1019.66,5/2-,,,0,M2,1,0,0,1,1458.3,1.43018,4.27188e-07,Weisskopf M2,0.6,0.00189478,1.50528,0.00118248,8.45683e+26,16913.7,0,0
69zn,30,69,438.636,0.018,49489.2,9/2+,1633.2,0.6,1194.56,5/2+,,,0,E2,1,0,0,1,1633.2,1.36719,3.30776e-05,Weisskopf E2,0.6,0.106898,1.76347,0.0569444,1.7561e+25,351.22,0,0
69zn,30,69,438.636,0.018,49489.2,9/2+,2032.8,0.3,1594.16,5/2-,,,0,M2,1,0,0,2.06489,2032.8,1.27515,3.99023e-06,Weisskopf M2,0.6,0.0072408,2.35338,0.00289031,1.67556e+26,3351.11,0,0
69zn,30,69,438.636,0.018,49489.2,9/2+,2085,10,1646.36,5/2-,,,0,M2,0,0,1,0,0,0,4.68773e-06,Weisskopf M2,0.6,0.00797563,2.43044,0.00308269,,,0,0
69zn,30,69,438.636,0.018,49489.2,9/2+,2410,0.5,1971.36,5/2+,,,0,E2,0,0,1,0,0,0,0.000404876,Weisskopf E2,0.6,0.480443,2.91023,0.155084,,,0,0
69zn,30,69,438.636,0.018,49489.2,9/2+,3014,10,2575.36,5/2+,,,0,E2,0,0,1,0,0,0,0.00154057,Weisskopf E2,0.6,1.07117,3.80188,0.264673,,,0,0
71zn,30,71,155.62,0.06,14932.8,9/2+,284.23,0.21,128.61,(5/2)+,4e-08,AP,1,E2,0,1,0,0.797448,128.61,1,4.97058e-10,Weisskopf E2,0.6,0.000138584,0.187167,0.000695556,1.80287e+27,36057.5,0,0
71zn,30,71,155.62,0.06,14932.8,9/2+,353,0.8,197.38,(7/2+),,,1,M1,0,1,0,1,197.38,1,0.000283441,Weisskopf M1,0.8,44.7353,0.287249,146.299,6.8353e+21,0.136706,0,0
71zn,30,71,155.62,0.06,14932.8,9/2+,468.4,0.8,312.78,5/2-,2e-11,GE,0,M2,1,0,0,0.997566,468.4,1.49754,1.1825e-09,Weisskopf M2,0.6,5.57413e-05,0.455192,0.000115036,8.71414e+27,174283,0,0
71zn,30,71,155.62,0.06,14932.8,9/2+,853,5,697.38,(5/2)+,,,0,E2,0,0,1,0,0,0,2.33013e-06,Weisskopf E2,0.6,0.0220951,1.0149,0.0204513,,,0,0
71zn,30,71,155.62,0.06,14932.8,9/2+,1135.8,0.8,980.18,(11/2+),,,1,M1,0,1,0,1.5,980.18,1,0.0347113,Weisskopf M1,1.2,333.23,1.42646,219.449,3.03791e+21,0.0607583,0,0
71zn,30,71,155.62,0.06,14932.8,9/2+,1146.8,0.9,991.18,(13/2+),,,1,E2,0,1,0,1,991.18,1,1.35144e-05,Weisskopf E2,1.4,0.14802,1.44247,0.0963972,1.03737e+25,207.475,0,0
71zn,30,71,155.62,0.06,14932.8,9/2+,1261.2,0.5,1105.58,(5/2)+,,,0,E2,1,0,0,2.17291,1261.2,1.14076,2.33337e-05,Weisskopf E2,0.6,0.0880355,1.60896,0.0514,8.95356e+24,179.071,0,0
71zn,30,71,155.62,0.06,14932.8,9/2+,1661,10,1505.38,(5/2)+,,,0,E2,0,0,1,0,0,0,0.00010921,Weisskopf E2,0.6,0.222242,2.19079,0.0952961,,,0,0
71zn,30,71,155.62,0.06,14932.8,9/2+,2179.2,0.5,2023.58,(5/2)+,,,1,E2,0.735294,0.264706,0,1.86243,2138.01,1.05655,0.00047933,Weisskopf E2,0.6,0.539819,2.94493,0.172196,3.11814e+24,62.3629,0,0
75zn,30,75,126.94,0.09,5,(1/2-),152.12,0.1,25.18,(1/2+ 3/2-),,,1,,0,1,0,1,25.18,1,,unknown,1,,0.0356541,,,,1,1
75zn,30,75,126.94,0.09,5,(1/2-),236.22,0.1,109.28,(3/2 5/2-),,,1,,0,1,0,1,109.28,1,,unknown,1,,0.154737,,,,0,0
75zn,30,75,126.94,0.09,5,(1/2-),344.95,0.08,218.01,(3/2+ 5/2-),,,1,,0.219773,0.780227,0,1.63702,245.908,1.12797,,unknown,1,,0.308695,,,,0,0
75zn,30,75,126.94,0.09,5,(1/2-),420.52,0.08,293.58,(3/2+ 5/2-),,,1,,0.682408,0.317592,0,1.29412,380.205,1.29506,,unknown,1,,0.4157,,,,0,0
75zn,30,75,126.94,0.09,5,(1/2-),725.14,0.09,598.2,(3/2 5/2-),,,1,,0.0744837,0.925516,0,1.74219,607.655,1.01581,,unknown,1,,0.847033,,,,0,0
75zn,30,75,126.94,0.09,5,(1/2-),1102.01,0.11,975.07,(3/2 5/2-),,,1,,0.0633325,0.936668,0,1.64594,983.109,1.00824,,unknown,1,,1.38067,,,,0,0
75zn,30,75,126.94,0.09,5,(1/2-),1303.9,0.11,1176.96,(5/2+),,,1,M2,0.151701,0.848299,0,1.31973,1196.22,1.01636,9.25301e-07,Weisskopf M2,3,0.0154022,1.66654,0.00868199,8.72763e+25,1745.53,0,0
77zn,30,77,772.44,0.015,1.05,1/2-,1277.69,0.015,505.25,(5/2- 3/2+),,,1,,0.271668,0.728332,0,1,715.097,1.41533,,unknown,1,,0.706066,,,,0,0
77zn,30,77,772.44,0.015,1.05,1/2-,1363.79,0.025,591.346,(1/2+ 3/2-),,,1,,0,1,0,1,591.346,1,,unknown,1,,0.826382,,,,0,0
77zn,30,77,772.44,0.015,1.05,1/2-,2235.38,0.024,1462.94,(5/2+),,,0,M2,0.311243,0.688757,0,1.9721,1703.35,1.16434,2.79398e-06,Weisskopf M2,3,0.0301021,2.0444,0.0138319,3.66598e+25,733.196,0,0
74ga,31,74,59.571,0.014,9.5,(0+),108.654,0.012,49.083,(1+),,,1,M1,0.239981,0.760019,0,0.827141,63.3789,1.29126,4.3586e-06,Weisskopf M1,3,41.7166,0.069968,560.093,2.15854e+21,0.0431708,0,1
74ga,31,74,59.571,0.014,9.5,(0+),145.032,0.018,85.461,,,,1,,0.690994,0.309006,0,1.30771,126.624,1.48166,,unknown,1,,0.121825,,,,0,1
74ga,31,74,59.571,0.014,9.5,(0+),227.803,0.012,168.232,(0 1 2 3+),,,1,,0.348736,0.651264,0,1.65699,189.007,1.12349,,unknown,1,,0.239815,,,,0,0
74ga,31,74,59.571,0.014,9.5,(0+),251.787,0.014,192.216,(1+),,,1,M1,0.252486,0.747514,0,1.49856,207.257,1.07825,0.000261772,Weisskopf M1,3,163.368,0.274005,560.093,1.19143e+21,0.0238285,0,0
74ga,31,74,59.571,0.014,9.5,(0+),455.06,0.05,395.489,(1+),,,1,M1,0.26189,0.73811,0,1.70676,411.09,1.03945,0.00228012,Weisskopf M1,3,336.134,0.563771,560.093,1.04608e+21,0.0209217,0,0
74ga,31,74,59.571,0.014,9.5,(0+),894.11,0.05,834.539,(1+),,,0,M1,0.71466,0.28534,0,2.10242,877.112,1.05101,0.0214237,Weisskopf M1,3,709.291,1.18964,560.093,8.49222e+20,0.0169844,0,0
74ga,31,74,59.571,0.014,9.5,(0+),1085.72,0.09,1026.15,(1+),,,1,M1,0.414768,0.585232,0,1.97398,1050.86,1.02408,0.0398277,Weisskopf M1,3,872.145,1.46278,560.093,9.04476e+20,0.0180895,0,0
80ga,31,80,22.4,0.05,1.3,3(-),97.2,0.08,74.8,(4),,,1,,0,1,0,0.866551,74.8,1,,unknown,1.28571,,0.102551,,,,0,1
80ga,31,80,22.4,0.05,1.3,3(-),707.9,0.11,685.5,(1+),1.83e-08,,1,M2,0,1,0,1,685.5,1,2.4931e-08,measured,0.428571,0.000174764,0.939825,0.000174685,5.7246e+27,114492,0,0
80ga,31,80,22.4,0.05,1.3,3(-),734.76,0.1,712.36,,,,1,,0,1,0,1,712.36,1,,unknown,1,,0.97665,,,,0,0
80ga,31,80,22.4,0.05,1.3,3(-),911.39,0.1,888.99,,,,1,,1.11022e-16,1,0,1.66177,888.99,1,,unknown,1,,1.21881,,,,0,0
80ga,31,80,22.4,0.05,1.3,3(-),951.34,0.12,928.94,(1- 2-),,,1,,0,1,0,1.06191,928.94,1,,unknown,1,,1.27358,,,,0,0
80ga,31,80,22.4,0.05,1.3,3(-),987.2,0.1,964.8,(1- 2-),,,1,,0,1,0,1,964.8,1,,unknown,1,,1.32275,,,,0,0
80ga,31,80,22.4,0.05,1.3,3(-),1193.9,0.1,1171.5,,,,1,,1.11022e-16,1,0,1.32866,1171.5,1,,unknown,1,,1.60613,,,,0,0
80ga,31,80,22.4,0.05,1.3,3(-),1290.32,0.12,1267.92,,,,1,,0,1,0,1,1267.92,1,,unknown,1,,1.73833,,,,0,0
80ga,31,80,22.4,0.05,1.3,3(-),1356.47,0.1,1334.07,,,,1,,0,1,0,1.24349,1334.07,1,,unknown,1,,1.82902,,,,0,0
80ga,31,80,22.4,0.05,1.3,3(-),1449.92,0.1,1427.52,1+,,,1,M2,1.11022e-16,1,0,1.97998,1427.52,1,2.53555e-06,Weisskopf M2,0.428571,0.00409858,1.95714,0.00196726,2.5673e+26,5134.6,0,0
80ga,31,80,22.4,0.05,1.3,3(-),1526.06,0.1,1503.66,,,,1,,0.081431,0.918569,0,2.37297,1505.48,1.00121,,unknown,1,,2.06153,,,,0,0
80ga,31,80,22.4,0.05,1.3,3(-),2044.42,0.11,2022.02,,,,1,,0.0164034,0.983597,0,2.16509,2022.39,1.00018,,unknown,1,,2.7722,,,,0,0
80ga,31,80,22.4,0.05,1.3,3(-),2092.21,0.1,2069.81,1+,,,0,M2,0.0201124,0.979888,0,2.85264,2070.26,1.00022,1.62485e-05,Weisskopf M2,0.428571,0.0124933,2.83772,0.00413579,8.47607e+25,1695.21,0,0
80ga,31,80,22.4,0.05,1.3,3(-),2560.4,0.12,2538,(1+),,,0,M2,0.0441669,0.955833,0,3.1865,2538.99,1.00039,4.50421e-05,Weisskopf M2,0.428571,0.0230336,3.47961,0.00621844,5.04666e+25,1009.33,0,0
80ga,31,80,22.4,0.05,1.3,3(-),2676.94,0.12,2654.54,1+,,,0,M2,0.0562135,0.943787,0,3.15581,2655.8,1.00047,5.63776e-05,Weisskopf M2,0.428571,0.0263545,3.63939,0.00680262,4.65814e+25,931.629,0,0
80ga,31,80,22.4,0.05,1.3,3(-),2822.11,0.16,2799.71,(1+),,,0,M2,0.0225523,0.977448,0,2.64115,2800.22,1.00018,7.35742e-05,Weisskopf M2,0.428571,0.030919,3.83842,0.007567,5.0036e+25,1000.72,0,0
75ge,32,75,139.69,0.03,47.7,7/2+,192.19,0.06,52.5,5/2+,2.16e-07,,1,M1,0,1,0,0.204082,52.5,1,2.11221e-09,measured,0.75,0.00441757,0.0743384,0.055824,8.77759e+25,1755.52,0,1
75ge,32,75,139.69,0.03,47.7,7/2+,199.89,0.11,60.2,9/2+,,,1,M1,0,1,0,0.724638,60.2,1,8.04161e-06,Weisskopf M1,1.25,21.3188,0.0852413,234.944,5.87375e+21,0.117475,0,1
75ge,32,75,139.69,0.03,47.7,7/2+,253.15,0.06,113.46,3/2-,,,0,M2,1,0,0,0.985222,253.15,2.23118,7.70351e-12,Weisskopf M2,0.5,2.29973e-06,0.160656,1.34471e-05,7.54807e+28,1.50961e+06,0,0
